Experiment Accession,Experiment Title,Organism Name,Instrument,Submitter,Study Accession,Study Title,Sample Accession,Sample Title,"Total Size, Mb",Total RUNs,Total Spots,Total Bases,Library Name,Library Strategy,Library Source,Library Selection
SRX972286,Whole-genome sequencing of Arabidopsis thaliana: Sample 6008,Arabidopsis thaliana,Illumina HiSeq 2000,Max Planck Institute for Developmental Biology,SRP056687,1001 Genomes: A Catalog of Arabidopsis thaliana Genetic Variation,SRS888162,,3132.07,1,24178314,4884019428,6008,WGS,GENOMIC,RANDOM
SRX972285,Whole-genome sequencing of Arabidopsis thaliana: Sample 5993,Arabidopsis thaliana,Illumina HiSeq 2000,Max Planck Institute for Developmental Biology,SRP056687,1001 Genomes: A Catalog of Arabidopsis thaliana Genetic Variation,SRS888163,,2044.63,1,14894843,2978968600,5993,WGS,GENOMIC,RANDOM
SRX972284,Whole-genome sequencing of Arabidopsis thaliana: Sample 5984,Arabidopsis thaliana,Illumina HiSeq 2000,Max Planck Institute for Developmental Biology,SRP056687,1001 Genomes: A Catalog of Arabidopsis thaliana Genetic Variation,SRS888158,,3240.58,1,23608796,4721759200,5984,WGS,GENOMIC,RANDOM
SRX972283,Whole-genome sequencing of Arabidopsis thaliana: Sample 5950,Arabidopsis thaliana,Illumina HiSeq 2000,Max Planck Institute for Developmental Biology,SRP056687,1001 Genomes: A Catalog of Arabidopsis thaliana Genetic Variation,SRS888160,,5182.3,1,37826023,7565204600,5950,WGS,GENOMIC,RANDOM
SRX972282,Whole-genome sequencing of Arabidopsis thaliana: Sample 5921,Arabidopsis thaliana,Illumina HiSeq 2000,Max Planck Institute for Developmental Biology,SRP056687,1001 Genomes: A Catalog of Arabidopsis thaliana Genetic Variation,SRS888229,,2707.65,1,19694834,3938966800,5921,WGS,GENOMIC,RANDOM
SRX972281,Whole-genome sequencing of Arabidopsis thaliana: Sample 5907,Arabidopsis thaliana,Illumina HiSeq 2000,Max Planck Institute for Developmental Biology,SRP056687,1001 Genomes: A Catalog of Arabidopsis thaliana Genetic Variation,SRS888159,,2968.12,1,21835933,4367186600,5907,WGS,GENOMIC,RANDOM
SRX972280,Whole-genome sequencing of Arabidopsis thaliana: Sample 5893,Arabidopsis thaliana,Illumina HiSeq 2000,Max Planck Institute for Developmental Biology,SRP056687,1001 Genomes: A Catalog of Arabidopsis thaliana Genetic Variation,SRS888234,,3162.83,1,23367447,4673489400,5893,WGS,GENOMIC,RANDOM
SRX972279,Whole-genome sequencing of Arabidopsis thaliana: Sample 5890,Arabidopsis thaliana,Illumina HiSeq 2000,Max Planck Institute for Developmental Biology,SRP056687,1001 Genomes: A Catalog of Arabidopsis thaliana Genetic Variation,SRS888236,,2534.8,1,18669808,3733961600,5890,WGS,GENOMIC,RANDOM
SRX972278,Whole-genome sequencing of Arabidopsis thaliana: Sample 5874,Arabidopsis thaliana,Illumina HiSeq 2000,Max Planck Institute for Developmental Biology,SRP056687,1001 Genomes: A Catalog of Arabidopsis thaliana Genetic Variation,SRS888161,,2659.51,1,19500861,3900172200,5874,WGS,GENOMIC,RANDOM
SRX972277,Whole-genome sequencing of Arabidopsis thaliana: Sample 5867,Arabidopsis thaliana,Illumina Genome Analyzer IIx,Max Planck Institute for Developmental Biology,SRP056687,1001 Genomes: A Catalog of Arabidopsis thaliana Genetic Variation,SRS888164,,3111.84,1,34135512,5188597824,5867,WGS,GENOMIC,RANDOM
SRX972276,Whole-genome sequencing of Arabidopsis thaliana: Sample 5865,Arabidopsis thaliana,Illumina HiSeq 2000,Max Planck Institute for Developmental Biology,SRP056687,1001 Genomes: A Catalog of Arabidopsis thaliana Genetic Variation,SRS888167,,10048.31,1,87471451,17494290200,5865,WGS,GENOMIC,RANDOM
SRX972275,Whole-genome sequencing of Arabidopsis thaliana: Sample 5860,Arabidopsis thaliana,Illumina HiSeq 2000,Max Planck Institute for Developmental Biology,SRP056687,1001 Genomes: A Catalog of Arabidopsis thaliana Genetic Variation,SRS888165,,2585.58,1,25492841,5098568200,5860,WGS,GENOMIC,RANDOM
SRX972274,Whole-genome sequencing of Arabidopsis thaliana: Sample 5856,Arabidopsis thaliana,Illumina Genome Analyzer IIx,Max Planck Institute for Developmental Biology,SRP056687,1001 Genomes: A Catalog of Arabidopsis thaliana Genetic Variation,SRS888166,,1495.97,1,20480309,3113006968,5856,WGS,GENOMIC,RANDOM
SRX972273,Whole-genome sequencing of Arabidopsis thaliana: Sample 5837,Arabidopsis thaliana,Illumina HiSeq 2000,Max Planck Institute for Developmental Biology,SRP056687,1001 Genomes: A Catalog of Arabidopsis thaliana Genetic Variation,SRS888168,,1491.54,1,11176655,2257684310,5837,WGS,GENOMIC,RANDOM
SRX972272,Whole-genome sequencing of Arabidopsis thaliana: Sample 5836,Arabidopsis thaliana,Illumina Genome Analyzer IIx,Max Planck Institute for Developmental Biology,SRP056687,1001 Genomes: A Catalog of Arabidopsis thaliana Genetic Variation,SRS888171,,5729.16,1,37729464,7545892800,5836,WGS,GENOMIC,RANDOM
SRX972271,Whole-genome sequencing of Arabidopsis thaliana: Sample 5832,Arabidopsis thaliana,Illumina Genome Analyzer IIx,Max Planck Institute for Developmental Biology,SRP056687,1001 Genomes: A Catalog of Arabidopsis thaliana Genetic Variation,SRS888172,,3044.85,1,36513329,5550026008,5832,WGS,GENOMIC,RANDOM
SRX972270,Whole-genome sequencing of Arabidopsis thaliana: Sample 5831,Arabidopsis thaliana,Illumina Genome Analyzer IIx,Max Planck Institute for Developmental Biology,SRP056687,1001 Genomes: A Catalog of Arabidopsis thaliana Genetic Variation,SRS888170,,2232.54,1,32328322,4913904944,5831,WGS,GENOMIC,RANDOM
SRX972269,Whole-genome sequencing of Arabidopsis thaliana: Sample 5830,Arabidopsis thaliana,Illumina Genome Analyzer IIx,Max Planck Institute for Developmental Biology,SRP056687,1001 Genomes: A Catalog of Arabidopsis thaliana Genetic Variation,SRS888169,,2127,1,25195271,3829681192,5830,WGS,GENOMIC,RANDOM
SRX972268,Whole-genome sequencing of Arabidopsis thaliana: Sample 5822,Arabidopsis thaliana,Illumina HiSeq 2000,Max Planck Institute for Developmental Biology,SRP056687,1001 Genomes: A Catalog of Arabidopsis thaliana Genetic Variation,SRS888173,,1161.81,1,8727013,1745402600,5822,WGS,GENOMIC,RANDOM
SRX972267,Whole-genome sequencing of Arabidopsis thaliana: Sample 5811,Arabidopsis thaliana,Illumina HiSeq 2000,Max Planck Institute for Developmental Biology,SRP056687,1001 Genomes: A Catalog of Arabidopsis thaliana Genetic Variation,SRS888244,,3257.52,1,24032278,4806455600,5811,WGS,GENOMIC,RANDOM
SRX972266,Whole-genome sequencing of Arabidopsis thaliana: Sample 5800,Arabidopsis thaliana,Illumina HiSeq 2000,Max Planck Institute for Developmental Biology,SRP056687,1001 Genomes: A Catalog of Arabidopsis thaliana Genetic Variation,SRS888174,,3393.93,1,24939959,4987991800,5800,WGS,GENOMIC,RANDOM
SRX972265,Whole-genome sequencing of Arabidopsis thaliana: Sample 5798,Arabidopsis thaliana,Illumina HiSeq 2000,Max Planck Institute for Developmental Biology,SRP056687,1001 Genomes: A Catalog of Arabidopsis thaliana Genetic Variation,SRS888175,,5903.34,1,41025143,8023701804,5798,WGS,GENOMIC,RANDOM
SRX972264,Whole-genome sequencing of Arabidopsis thaliana: Sample 5784,Arabidopsis thaliana,Illumina HiSeq 2000,Max Planck Institute for Developmental Biology,SRP056687,1001 Genomes: A Catalog of Arabidopsis thaliana Genetic Variation,SRS888176,,2716.35,1,20002662,4000532400,5784,WGS,GENOMIC,RANDOM
SRX972263,Whole-genome sequencing of Arabidopsis thaliana: Sample 5779,Arabidopsis thaliana,Illumina HiSeq 2000,Max Planck Institute for Developmental Biology,SRP056687,1001 Genomes: A Catalog of Arabidopsis thaliana Genetic Variation,SRS888180,,2883.43,1,21218327,4243665400,5779,WGS,GENOMIC,RANDOM
SRX972262,Whole-genome sequencing of Arabidopsis thaliana: Sample 5776,Arabidopsis thaliana,Illumina HiSeq 2000,Max Planck Institute for Developmental Biology,SRP056687,1001 Genomes: A Catalog of Arabidopsis thaliana Genetic Variation,SRS888181,,7328.63,1,50945532,9965059947,5776,WGS,GENOMIC,RANDOM
SRX972261,Whole-genome sequencing of Arabidopsis thaliana: Sample 5772,Arabidopsis thaliana,Illumina HiSeq 2000,Max Planck Institute for Developmental Biology,SRP056687,1001 Genomes: A Catalog of Arabidopsis thaliana Genetic Variation,SRS888178,,3728.93,1,27488659,5497731800,5772,WGS,GENOMIC,RANDOM
SRX972260,Whole-genome sequencing of Arabidopsis thaliana: Sample 5768,Arabidopsis thaliana,Illumina HiSeq 2000,Max Planck Institute for Developmental Biology,SRP056687,1001 Genomes: A Catalog of Arabidopsis thaliana Genetic Variation,SRS888177,,3565.4,1,26289400,5257880000,5768,WGS,GENOMIC,RANDOM
SRX972259,Whole-genome sequencing of Arabidopsis thaliana: Sample 5757,Arabidopsis thaliana,Illumina HiSeq 2000,Max Planck Institute for Developmental Biology,SRP056687,1001 Genomes: A Catalog of Arabidopsis thaliana Genetic Variation,SRS888179,,2358.97,1,17740003,3548000600,5757,WGS,GENOMIC,RANDOM
SRX972258,Whole-genome sequencing of Arabidopsis thaliana: Sample 5748,Arabidopsis thaliana,Illumina HiSeq 2000,Max Planck Institute for Developmental Biology,SRP056687,1001 Genomes: A Catalog of Arabidopsis thaliana Genetic Variation,SRS888182,,2541.77,1,19085216,3817043200,5748,WGS,GENOMIC,RANDOM
SRX972257,Whole-genome sequencing of Arabidopsis thaliana: Sample 5741,Arabidopsis thaliana,Illumina HiSeq 2000,Max Planck Institute for Developmental Biology,SRP056687,1001 Genomes: A Catalog of Arabidopsis thaliana Genetic Variation,SRS888188,,1710.04,1,12899593,2579918600,5741,WGS,GENOMIC,RANDOM
SRX972256,Whole-genome sequencing of Arabidopsis thaliana: Sample 5726,Arabidopsis thaliana,Illumina HiSeq 2000,Max Planck Institute for Developmental Biology,SRP056687,1001 Genomes: A Catalog of Arabidopsis thaliana Genetic Variation,SRS888187,,2408.05,1,18153776,3630755200,5726,WGS,GENOMIC,RANDOM
SRX972255,Whole-genome sequencing of Arabidopsis thaliana: Sample 5720,Arabidopsis thaliana,Illumina HiSeq 2000,Max Planck Institute for Developmental Biology,SRP056687,1001 Genomes: A Catalog of Arabidopsis thaliana Genetic Variation,SRS888189,,2160.23,1,16278149,3255629800,5720,WGS,GENOMIC,RANDOM
SRX972254,Whole-genome sequencing of Arabidopsis thaliana: Sample 5718,Arabidopsis thaliana,Illumina HiSeq 2000,Max Planck Institute for Developmental Biology,SRP056687,1001 Genomes: A Catalog of Arabidopsis thaliana Genetic Variation,SRS888183,,7873.71,1,54950185,10759685744,5718,WGS,GENOMIC,RANDOM
SRX972253,Whole-genome sequencing of Arabidopsis thaliana: Sample 5717,Arabidopsis thaliana,Illumina HiSeq 2000,Max Planck Institute for Developmental Biology,SRP056687,1001 Genomes: A Catalog of Arabidopsis thaliana Genetic Variation,SRS888184,,4760.61,1,38809553,7593050279,5717,WGS,GENOMIC,RANDOM
SRX972252,Whole-genome sequencing of Arabidopsis thaliana: Sample 5651,Arabidopsis thaliana,Illumina HiSeq 2000,Max Planck Institute for Developmental Biology,SRP056687,1001 Genomes: A Catalog of Arabidopsis thaliana Genetic Variation,SRS888186,,5437.71,1,37930958,7434434084,5651,WGS,GENOMIC,RANDOM
SRX972251,Whole-genome sequencing of Arabidopsis thaliana: Sample 5644,Arabidopsis thaliana,Illumina HiSeq 2000,Max Planck Institute for Developmental Biology,SRP056687,1001 Genomes: A Catalog of Arabidopsis thaliana Genetic Variation,SRS888191,,3079.34,1,23186561,4637312200,5644,WGS,GENOMIC,RANDOM
SRX972250,Whole-genome sequencing of Arabidopsis thaliana: Sample 5577,Arabidopsis thaliana,Illumina HiSeq 2000,Max Planck Institute for Developmental Biology,SRP056687,1001 Genomes: A Catalog of Arabidopsis thaliana Genetic Variation,SRS888190,,3062.81,1,23023084,4604616800,5577,WGS,GENOMIC,RANDOM
SRX972249,Whole-genome sequencing of Arabidopsis thaliana: Sample 5486,Arabidopsis thaliana,Illumina HiSeq 2000,Max Planck Institute for Developmental Biology,SRP056687,1001 Genomes: A Catalog of Arabidopsis thaliana Genetic Variation,SRS888192,,2655.04,1,19961147,3992229400,5486,WGS,GENOMIC,RANDOM
SRX972248,Whole-genome sequencing of Arabidopsis thaliana: Sample 5395,Arabidopsis thaliana,Illumina HiSeq 2000,Max Planck Institute for Developmental Biology,SRP056687,1001 Genomes: A Catalog of Arabidopsis thaliana Genetic Variation,SRS888194,,4815.24,1,33579743,6583397039,5395,WGS,GENOMIC,RANDOM
SRX972247,Whole-genome sequencing of Arabidopsis thaliana: Sample 5353,Arabidopsis thaliana,Illumina HiSeq 2000,Max Planck Institute for Developmental Biology,SRP056687,1001 Genomes: A Catalog of Arabidopsis thaliana Genetic Variation,SRS888193,,5071.4,1,38379321,7675864200,5353,WGS,GENOMIC,RANDOM
SRX972246,Whole-genome sequencing of Arabidopsis thaliana: Sample 5349,Arabidopsis thaliana,Illumina HiSeq 2000,Max Planck Institute for Developmental Biology,SRP056687,1001 Genomes: A Catalog of Arabidopsis thaliana Genetic Variation,SRS888198,,2019.07,1,15197651,3039530200,5349,WGS,GENOMIC,RANDOM
SRX972245,Whole-genome sequencing of Arabidopsis thaliana: Sample 5279,Arabidopsis thaliana,Illumina HiSeq 2000,Max Planck Institute for Developmental Biology,SRP056687,1001 Genomes: A Catalog of Arabidopsis thaliana Genetic Variation,SRS888195,,7526.15,1,52541383,10299204126,5279,WGS,GENOMIC,RANDOM
SRX972244,Whole-genome sequencing of Arabidopsis thaliana: Sample 5276,Arabidopsis thaliana,Illumina HiSeq 2000,Max Planck Institute for Developmental Biology,SRP056687,1001 Genomes: A Catalog of Arabidopsis thaliana Genetic Variation,SRS888196,,1745.88,1,13140808,2628161600,5276,WGS,GENOMIC,RANDOM
SRX972243,Whole-genome sequencing of Arabidopsis thaliana: Sample 5253,Arabidopsis thaliana,Illumina HiSeq 2000,Max Planck Institute for Developmental Biology,SRP056687,1001 Genomes: A Catalog of Arabidopsis thaliana Genetic Variation,SRS888197,,2663.26,1,20137543,4027508600,5253,WGS,GENOMIC,RANDOM
SRX972242,Whole-genome sequencing of Arabidopsis thaliana: Sample 5249,Arabidopsis thaliana,Illumina HiSeq 2000,Max Planck Institute for Developmental Biology,SRP056687,1001 Genomes: A Catalog of Arabidopsis thaliana Genetic Variation,SRS888199,,4581.62,1,37533831,7330039744,5249,WGS,GENOMIC,RANDOM
SRX972241,Whole-genome sequencing of Arabidopsis thaliana: Sample 5236,Arabidopsis thaliana,Illumina HiSeq 2000,Max Planck Institute for Developmental Biology,SRP056687,1001 Genomes: A Catalog of Arabidopsis thaliana Genetic Variation,SRS888200,,1234.32,1,10255340,2051068000,5236,WGS,GENOMIC,RANDOM
SRX972240,Whole-genome sequencing of Arabidopsis thaliana: Sample 5210,Arabidopsis thaliana,Illumina HiSeq 2000,Max Planck Institute for Developmental Biology,SRP056687,1001 Genomes: A Catalog of Arabidopsis thaliana Genetic Variation,SRS888201,,1873.15,1,15503722,3100744400,5210,WGS,GENOMIC,RANDOM
SRX972239,Whole-genome sequencing of Arabidopsis thaliana: Sample 5165,Arabidopsis thaliana,Illumina HiSeq 2000,Max Planck Institute for Developmental Biology,SRP056687,1001 Genomes: A Catalog of Arabidopsis thaliana Genetic Variation,SRS888202,,1588.03,1,13309856,2661971200,5165,WGS,GENOMIC,RANDOM
SRX972238,Whole-genome sequencing of Arabidopsis thaliana: Sample 5151,Arabidopsis thaliana,Illumina HiSeq 2000,Max Planck Institute for Developmental Biology,SRP056687,1001 Genomes: A Catalog of Arabidopsis thaliana Genetic Variation,SRS888203,,1568.34,1,13000973,2600194600,5151,WGS,GENOMIC,RANDOM
SRX972237,Whole-genome sequencing of Arabidopsis thaliana: Sample 5104,Arabidopsis thaliana,Illumina HiSeq 2000,Max Planck Institute for Developmental Biology,SRP056687,1001 Genomes: A Catalog of Arabidopsis thaliana Genetic Variation,SRS888209,,1574.58,1,13213363,2642672600,5104,WGS,GENOMIC,RANDOM
SRX972236,Whole-genome sequencing of Arabidopsis thaliana: Sample 5023,Arabidopsis thaliana,Illumina HiSeq 2000,Max Planck Institute for Developmental Biology,SRP056687,1001 Genomes: A Catalog of Arabidopsis thaliana Genetic Variation,SRS888204,,1432.94,1,11964584,2392916800,5023,WGS,GENOMIC,RANDOM
SRX972235,Whole-genome sequencing of Arabidopsis thaliana: Sample 4958,Arabidopsis thaliana,Illumina HiSeq 2000,Max Planck Institute for Developmental Biology,SRP056687,1001 Genomes: A Catalog of Arabidopsis thaliana Genetic Variation,SRS888205,,2054.32,1,17158383,3431676600,4958,WGS,GENOMIC,RANDOM
SRX972234,Whole-genome sequencing of Arabidopsis thaliana: Sample 4939,Arabidopsis thaliana,Illumina HiSeq 2000,Max Planck Institute for Developmental Biology,SRP056687,1001 Genomes: A Catalog of Arabidopsis thaliana Genetic Variation,SRS888206,,8026.88,1,56150371,11017755039,4939,WGS,GENOMIC,RANDOM
SRX972233,Whole-genome sequencing of Arabidopsis thaliana: Sample 4900,Arabidopsis thaliana,Illumina HiSeq 2000,Max Planck Institute for Developmental Biology,SRP056687,1001 Genomes: A Catalog of Arabidopsis thaliana Genetic Variation,SRS888207,,1512.51,1,12744408,2548881600,4900,WGS,GENOMIC,RANDOM
SRX972232,Whole-genome sequencing of Arabidopsis thaliana: Sample 4884,Arabidopsis thaliana,Illumina HiSeq 2000,Max Planck Institute for Developmental Biology,SRP056687,1001 Genomes: A Catalog of Arabidopsis thaliana Genetic Variation,SRS888208,,1562.57,1,13071506,2614301200,4884,WGS,GENOMIC,RANDOM
SRX972231,Whole-genome sequencing of Arabidopsis thaliana: Sample 4857,Arabidopsis thaliana,Illumina HiSeq 2000,Max Planck Institute for Developmental Biology,SRP056687,1001 Genomes: A Catalog of Arabidopsis thaliana Genetic Variation,SRS888210,,6503.64,1,45444128,8906633245,4857,WGS,GENOMIC,RANDOM
SRX972230,Whole-genome sequencing of Arabidopsis thaliana: Sample 4840,Arabidopsis thaliana,Illumina HiSeq 2000,Max Planck Institute for Developmental Biology,SRP056687,1001 Genomes: A Catalog of Arabidopsis thaliana Genetic Variation,SRS888211,,6049.21,1,44341086,8773163199,4840,WGS,GENOMIC,RANDOM
SRX972229,Whole-genome sequencing of Arabidopsis thaliana: Sample 4826,Arabidopsis thaliana,Illumina HiSeq 2000,Max Planck Institute for Developmental Biology,SRP056687,1001 Genomes: A Catalog of Arabidopsis thaliana Genetic Variation,SRS888212,,1229.01,1,10286557,2057311400,4826,WGS,GENOMIC,RANDOM
SRX972228,Whole-genome sequencing of Arabidopsis thaliana: Sample 4807,Arabidopsis thaliana,Illumina HiSeq 2000,Max Planck Institute for Developmental Biology,SRP056687,1001 Genomes: A Catalog of Arabidopsis thaliana Genetic Variation,SRS888213,,1819.55,1,15152715,3030543000,4807,WGS,GENOMIC,RANDOM
SRX972227,Whole-genome sequencing of Arabidopsis thaliana: Sample 4779,Arabidopsis thaliana,Illumina HiSeq 2000,Max Planck Institute for Developmental Biology,SRP056687,1001 Genomes: A Catalog of Arabidopsis thaliana Genetic Variation,SRS888215,,2146.8,1,17662847,3532569400,4779,WGS,GENOMIC,RANDOM
SRX972226,Whole-genome sequencing of Arabidopsis thaliana: Sample 2412,Arabidopsis thaliana,Illumina HiSeq 2000,Max Planck Institute for Developmental Biology,SRP056687,1001 Genomes: A Catalog of Arabidopsis thaliana Genetic Variation,SRS888214,,4186.91,1,69133512,6712936090,2412,WGS,GENOMIC,RANDOM
SRX972225,Whole-genome sequencing of Arabidopsis thaliana: Sample 2370,Arabidopsis thaliana,Illumina HiSeq 2000,Max Planck Institute for Developmental Biology,SRP056687,1001 Genomes: A Catalog of Arabidopsis thaliana Genetic Variation,SRS888217,,4343.12,1,69559786,6637146679,2370,WGS,GENOMIC,RANDOM
SRX972224,Whole-genome sequencing of Arabidopsis thaliana: Sample 2317,Arabidopsis thaliana,Illumina HiSeq 2000,Max Planck Institute for Developmental Biology,SRP056687,1001 Genomes: A Catalog of Arabidopsis thaliana Genetic Variation,SRS888216,,2201.38,1,17237584,3447516800,2317,WGS,GENOMIC,RANDOM
SRX972223,Whole-genome sequencing of Arabidopsis thaliana: Sample 2286,Arabidopsis thaliana,Illumina HiSeq 2000,Max Planck Institute for Developmental Biology,SRP056687,1001 Genomes: A Catalog of Arabidopsis thaliana Genetic Variation,SRS888218,,6325.63,1,45420267,8972774789,2286,WGS,GENOMIC,RANDOM
SRX972222,Whole-genome sequencing of Arabidopsis thaliana: Sample 2285,Arabidopsis thaliana,Illumina HiSeq 2000,Max Planck Institute for Developmental Biology,SRP056687,1001 Genomes: A Catalog of Arabidopsis thaliana Genetic Variation,SRS888219,,4029.85,1,29938910,5937127640,2285,WGS,GENOMIC,RANDOM
SRX972221,Whole-genome sequencing of Arabidopsis thaliana: Sample 2278,Arabidopsis thaliana,Illumina HiSeq 2000,Max Planck Institute for Developmental Biology,SRP056687,1001 Genomes: A Catalog of Arabidopsis thaliana Genetic Variation,SRS888220,,1850.72,1,15147256,3029451200,2278,WGS,GENOMIC,RANDOM
SRX972220,Whole-genome sequencing of Arabidopsis thaliana: Sample 2276,Arabidopsis thaliana,Illumina HiSeq 2000,Max Planck Institute for Developmental Biology,SRP056687,1001 Genomes: A Catalog of Arabidopsis thaliana Genetic Variation,SRS888222,,1663.31,1,13686901,2737380200,2276,WGS,GENOMIC,RANDOM
SRX972219,Whole-genome sequencing of Arabidopsis thaliana: Sample 2240,Arabidopsis thaliana,Illumina HiSeq 2000,Max Planck Institute for Developmental Biology,SRP056687,1001 Genomes: A Catalog of Arabidopsis thaliana Genetic Variation,SRS888221,,3848.53,1,28730342,5705604669,2240,WGS,GENOMIC,RANDOM
SRX972218,Whole-genome sequencing of Arabidopsis thaliana: Sample 2239,Arabidopsis thaliana,Illumina HiSeq 2000,Max Planck Institute for Developmental Biology,SRP056687,1001 Genomes: A Catalog of Arabidopsis thaliana Genetic Variation,SRS888223,,4259.91,1,31063113,6163306471,2239,WGS,GENOMIC,RANDOM
SRX972217,Whole-genome sequencing of Arabidopsis thaliana: Sample 2212,Arabidopsis thaliana,Illumina HiSeq 2000,Max Planck Institute for Developmental Biology,SRP056687,1001 Genomes: A Catalog of Arabidopsis thaliana Genetic Variation,SRS888224,,5698.33,1,41969944,8318349652,2212,WGS,GENOMIC,RANDOM
SRX972216,Whole-genome sequencing of Arabidopsis thaliana: Sample 2202,Arabidopsis thaliana,Illumina HiSeq 2000,Max Planck Institute for Developmental Biology,SRP056687,1001 Genomes: A Catalog of Arabidopsis thaliana Genetic Variation,SRS888225,,1665.02,1,13766090,2753218000,2202,WGS,GENOMIC,RANDOM
SRX972215,Whole-genome sequencing of Arabidopsis thaliana: Sample 2191,Arabidopsis thaliana,Illumina HiSeq 2000,Max Planck Institute for Developmental Biology,SRP056687,1001 Genomes: A Catalog of Arabidopsis thaliana Genetic Variation,SRS888226,,6395.12,1,45899044,9071320148,2191,WGS,GENOMIC,RANDOM
SRX972214,Whole-genome sequencing of Arabidopsis thaliana: Sample 2171,Arabidopsis thaliana,Illumina HiSeq 2000,Max Planck Institute for Developmental Biology,SRP056687,1001 Genomes: A Catalog of Arabidopsis thaliana Genetic Variation,SRS888227,,2581.74,1,20973198,4194639600,2171,WGS,GENOMIC,RANDOM
SRX972213,Whole-genome sequencing of Arabidopsis thaliana: Sample 2166,Arabidopsis thaliana,Illumina HiSeq 2000,Max Planck Institute for Developmental Biology,SRP056687,1001 Genomes: A Catalog of Arabidopsis thaliana Genetic Variation,SRS888231,,3655.08,1,61512614,5999274382,2166,WGS,GENOMIC,RANDOM
SRX972212,Whole-genome sequencing of Arabidopsis thaliana: Sample 2159,Arabidopsis thaliana,Illumina HiSeq 2000,Max Planck Institute for Developmental Biology,SRP056687,1001 Genomes: A Catalog of Arabidopsis thaliana Genetic Variation,SRS888228,,4240.46,1,68571532,6406231048,2159,WGS,GENOMIC,RANDOM
SRX972211,Whole-genome sequencing of Arabidopsis thaliana: Sample 2141,Arabidopsis thaliana,Illumina HiSeq 2000,Max Planck Institute for Developmental Biology,SRP056687,1001 Genomes: A Catalog of Arabidopsis thaliana Genetic Variation,SRS888230,,4030.46,1,66682858,6488958459,2141,WGS,GENOMIC,RANDOM
SRX972210,Whole-genome sequencing of Arabidopsis thaliana: Sample 2108,Arabidopsis thaliana,Illumina HiSeq 2000,Max Planck Institute for Developmental Biology,SRP056687,1001 Genomes: A Catalog of Arabidopsis thaliana Genetic Variation,SRS888232,,5463.92,1,40117256,7942431719,2108,WGS,GENOMIC,RANDOM
SRX972209,Whole-genome sequencing of Arabidopsis thaliana: Sample 2106,Arabidopsis thaliana,Illumina HiSeq 2000,Max Planck Institute for Developmental Biology,SRP056687,1001 Genomes: A Catalog of Arabidopsis thaliana Genetic Variation,SRS888233,,4063,1,65607916,6333039242,2106,WGS,GENOMIC,RANDOM
SRX972208,Whole-genome sequencing of Arabidopsis thaliana: Sample 2091,Arabidopsis thaliana,Illumina HiSeq 2000,Max Planck Institute for Developmental Biology,SRP056687,1001 Genomes: A Catalog of Arabidopsis thaliana Genetic Variation,SRS888237,,1847.28,1,40452866,4015241901,2091,WGS,GENOMIC,RANDOM
SRX972207,Whole-genome sequencing of Arabidopsis thaliana: Sample 2081,Arabidopsis thaliana,Illumina HiSeq 2000,Max Planck Institute for Developmental Biology,SRP056687,1001 Genomes: A Catalog of Arabidopsis thaliana Genetic Variation,SRS888235,,1768.14,1,38126188,3788681879,2081,WGS,GENOMIC,RANDOM
SRX972206,Whole-genome sequencing of Arabidopsis thaliana: Sample 2057,Arabidopsis thaliana,Illumina HiSeq 2000,Max Planck Institute for Developmental Biology,SRP056687,1001 Genomes: A Catalog of Arabidopsis thaliana Genetic Variation,SRS888238,,5260.04,1,38849845,7710675780,2057,WGS,GENOMIC,RANDOM
SRX972205,Whole-genome sequencing of Arabidopsis thaliana: Sample 2053,Arabidopsis thaliana,Illumina HiSeq 2000,Max Planck Institute for Developmental Biology,SRP056687,1001 Genomes: A Catalog of Arabidopsis thaliana Genetic Variation,SRS888239,,7629.13,1,55114954,10909701471,2053,WGS,GENOMIC,RANDOM
SRX972204,Whole-genome sequencing of Arabidopsis thaliana: Sample 2031,Arabidopsis thaliana,Illumina HiSeq 2000,Max Planck Institute for Developmental Biology,SRP056687,1001 Genomes: A Catalog of Arabidopsis thaliana Genetic Variation,SRS888241,,2851.25,1,24719368,4872302912,2031,WGS,GENOMIC,RANDOM
SRX972203,Whole-genome sequencing of Arabidopsis thaliana: Sample 2017,Arabidopsis thaliana,Illumina HiSeq 2000,Max Planck Institute for Developmental Biology,SRP056687,1001 Genomes: A Catalog of Arabidopsis thaliana Genetic Variation,SRS888242,,6033.33,1,44343033,8781162215,2017,WGS,GENOMIC,RANDOM
SRX972202,Whole-genome sequencing of Arabidopsis thaliana: Sample 2016,Arabidopsis thaliana,Illumina HiSeq 2000,Max Planck Institute for Developmental Biology,SRP056687,1001 Genomes: A Catalog of Arabidopsis thaliana Genetic Variation,SRS888240,,1945.01,1,15924028,3184805600,2016,WGS,GENOMIC,RANDOM
SRX972201,Whole-genome sequencing of Arabidopsis thaliana: Sample 1954,Arabidopsis thaliana,Illumina HiSeq 2000,Max Planck Institute for Developmental Biology,SRP056687,1001 Genomes: A Catalog of Arabidopsis thaliana Genetic Variation,SRS888243,,2166.15,1,17865627,3573125400,1954,WGS,GENOMIC,RANDOM
