chr	pos	cM
Ha412HOChr12	116000001	63.7272727272727
Ha412HOChr12	117000001	63.7277272727273
Ha412HOChr12	118000001	63.7281818181818
Ha412HOChr12	119000001	63.7286363636364
Ha412HOChr12	120000001	63.7290909090909
Ha412HOChr12	121000001	63.7295454545455
Ha412HOChr12	122000001	63.73
Ha412HOChr12	123000001	63.7304545454545
Ha412HOChr12	124000001	63.7309090909091
Ha412HOChr12	125000001	63.7313636363636
Ha412HOChr12	126000001	63.7318181818182
Ha412HOChr12	127000001	63.7322727272727
Ha412HOChr12	128000001	63.7327272727273
Ha412HOChr12	129000001	63.7331818181818
Ha412HOChr12	130000001	63.7336363636364
Ha412HOChr12	131000001	63.7340909090909
Ha412HOChr12	132000001	63.7345454545454
Ha412HOChr12	133000001	63.77
Ha412HOChr12	134000001	63.84
Ha412HOChr12	135000001	63.8752941176471
Ha412HOChr12	136000001	63.8755882352941
Ha412HOChr12	137000001	63.8758823529412
Ha412HOChr12	138000001	63.8761764705882
Ha412HOChr12	139000001	63.8764705882353
Ha412HOChr12	140000001	63.8767647058824
Ha412HOChr12	141000001	63.8770588235294
Ha412HOChr12	142000001	63.8773529411765
Ha412HOChr12	143000001	63.8776470588235
Ha412HOChr12	144000001	63.8779411764706
Ha412HOChr12	145000001	63.8782352941176
Ha412HOChr12	146000001	63.8785294117647
Ha412HOChr12	147000001	63.8788235294118
Ha412HOChr12	148000001	63.8791176470588
Ha412HOChr12	149000001	63.8794117647059
Ha412HOChr12	150000001	63.8797058823529
Ha412HOChr12	151000001	63.88
Ha412HOChr12	152000001	63.8802941176471
Ha412HOChr12	153000001	63.8805882352941
Ha412HOChr12	154000001	63.8808823529412
Ha412HOChr12	155000001	63.8811764705882
Ha412HOChr12	156000001	63.8814705882353
Ha412HOChr12	157000001	63.8817647058824
Ha412HOChr12	158000001	63.8820588235294
Ha412HOChr12	159000001	63.8823529411765
Ha412HOChr12	160000001	63.8826470588235
Ha412HOChr12	161000001	63.8829411764706
Ha412HOChr12	162000001	63.8832352941176
Ha412HOChr12	163000001	63.8835294117647
Ha412HOChr12	164000001	63.8838235294118
Ha412HOChr12	165000001	63.8841176470588
Ha412HOChr12	166000001	63.8844117647059
Ha412HOChr12	167000001	63.8847058823529
Ha412HOChr12	168000001	64.03
Ha412HOChr12	169000001	64.9
Ha412HOChr12	170000001	65.78
Ha412HOChr12	171000001	66.43
Ha412HOChr12	172000001	67.21
Ha412HOChr12	173000001	68.27
Ha412HOChr12	174000001	69.29
Ha412HOChr12	175000001	69.94
Ha412HOChr12	176000001	70.16
Ha412HOChr12	177000001	70.21
Ha412HOChr12	178000001	70.24
Ha412HOChr12	179000001	70.2783333333333
Ha412HOChr12	179008902	70.2816666666667
Ha412HOChr13	1	0
Ha412HOChr13	1000001	0.00833333333333333
Ha412HOChr13	2000001	0.0116666666666667
Ha412HOChr13	3000001	0.03
Ha412HOChr13	4000001	0.14
Ha412HOChr13	5000001	0.29
Ha412HOChr13	6000001	0.43
Ha412HOChr13	7000001	0.52
Ha412HOChr13	8000001	0.62
Ha412HOChr13	9000001	0.82
Ha412HOChr13	10000001	1.01
Ha412HOChr13	11000001	1.08
Ha412HOChr13	12000001	1.08558823529412
Ha412HOChr13	13000001	1.08617647058824
Ha412HOChr13	14000001	1.08676470588235
Ha412HOChr13	15000001	1.08735294117647
Ha412HOChr13	16000001	1.08794117647059
Ha412HOChr13	17000001	1.08852941176471
Ha412HOChr13	18000001	1.08911764705882
Ha412HOChr13	19000001	1.08970588235294
Ha412HOChr13	20000001	1.09029411764706
Ha412HOChr13	21000001	1.09088235294118
Ha412HOChr13	22000001	1.09147058823529
Ha412HOChr13	23000001	1.09205882352941
Ha412HOChr13	24000001	1.09264705882353
Ha412HOChr13	25000001	1.09323529411765
Ha412HOChr13	26000001	1.09382352941176
Ha412HOChr13	27000001	1.09441176470588
Ha412HOChr13	28000001	1.11
Ha412HOChr13	29000001	1.28
Ha412HOChr13	30000001	1.54
Ha412HOChr13	31000001	1.81
Ha412HOChr13	32000001	2.02
Ha412HOChr13	33000001	2.13
Ha412HOChr13	34000001	2.18
Ha412HOChr13	35000001	2.19
Ha412HOChr13	36000001	2.19576923076923
Ha412HOChr13	37000001	2.19653846153846
Ha412HOChr13	38000001	2.19730769230769
Ha412HOChr13	39000001	2.19807692307692
Ha412HOChr13	40000001	2.19884615384615
Ha412HOChr13	41000001	2.19961538461538
Ha412HOChr13	42000001	2.20038461538462
Ha412HOChr13	43000001	2.20115384615385
Ha412HOChr13	44000001	2.20192307692308
Ha412HOChr13	45000001	2.20269230769231
Ha412HOChr13	46000001	2.20346153846154
Ha412HOChr13	47000001	2.20423076923077
Ha412HOChr13	48000001	2.3
Ha412HOChr13	49000001	2.45
Ha412HOChr13	50000001	2.58
Ha412HOChr13	51000001	2.66
Ha412HOChr13	52000001	2.68566666666667
Ha412HOChr13	53000001	2.68633333333333
Ha412HOChr13	54000001	2.687
Ha412HOChr13	55000001	2.68766666666667
Ha412HOChr13	56000001	2.68833333333333
Ha412HOChr13	57000001	2.689
Ha412HOChr13	58000001	2.68966666666667
Ha412HOChr13	59000001	2.69033333333333
Ha412HOChr13	60000001	2.691
Ha412HOChr13	61000001	2.69166666666667
Ha412HOChr13	62000001	2.69233333333333
Ha412HOChr13	63000001	2.693
Ha412HOChr13	64000001	2.69366666666667
Ha412HOChr13	65000001	2.69433333333333
Ha412HOChr13	66000001	2.72
Ha412HOChr13	67000001	2.95
Ha412HOChr13	68000001	3.36
Ha412HOChr13	69000001	3.83
Ha412HOChr13	70000001	4.24
Ha412HOChr13	71000001	4.5
Ha412HOChr13	72000001	4.79
Ha412HOChr13	73000001	5.37
Ha412HOChr13	74000001	6.07
Ha412HOChr13	75000001	6.6
Ha412HOChr13	76000001	7.16
Ha412HOChr13	77000001	8.04
Ha412HOChr13	78000001	9.41
Ha412HOChr13	79000001	11.07
Ha412HOChr13	80000001	12.58
Ha412HOChr13	81000001	13.49
Ha412HOChr13	82000001	14.11
Ha412HOChr13	83000001	14.89
Ha412HOChr13	84000001	15.96
Ha412HOChr13	85000001	17.32
Ha412HOChr13	86000001	18.82
Ha412HOChr13	87000001	20.79
Ha412HOChr13	88000001	23.39
Ha412HOChr13	89000001	25.94
Ha412HOChr13	90000001	28.05
Ha412HOChr13	91000001	29.68
Ha412HOChr13	92000001	30.93
Ha412HOChr13	93000001	31.6
Ha412HOChr13	94000001	32.14
Ha412HOChr13	95000001	33.32
Ha412HOChr13	96000001	35.05
Ha412HOChr13	97000001	36.82
Ha412HOChr13	98000001	38.37
Ha412HOChr13	99000001	39.65
Ha412HOChr13	100000001	40.59
Ha412HOChr13	101000001	41.15
Ha412HOChr13	102000001	41.52
Ha412HOChr13	103000001	41.81
Ha412HOChr13	104000001	42.13
Ha412HOChr13	105000001	42.58
Ha412HOChr13	106000001	43.15
Ha412HOChr13	107000001	43.62
Ha412HOChr13	108000001	43.94
Ha412HOChr13	109000001	44.07
Ha412HOChr13	110000001	44.1
Ha412HOChr13	111000001	44.14
Ha412HOChr13	112000001	44.31
Ha412HOChr13	113000001	44.62
Ha412HOChr13	114000001	44.95
Ha412HOChr13	115000001	45.2
Ha412HOChr13	116000001	45.2875
Ha412HOChr13	117000001	45.29
Ha412HOChr13	118000001	45.2925
Ha412HOChr13	119000001	45.37
Ha412HOChr13	120000001	45.65
Ha412HOChr13	121000001	45.91
Ha412HOChr13	122000001	46.14
Ha412HOChr13	123000001	46.41
Ha412HOChr13	124000001	46.67
Ha412HOChr13	125000001	46.91
Ha412HOChr13	126000001	47.03
Ha412HOChr13	127000001	47.05
Ha412HOChr13	128000001	47.07
Ha412HOChr13	129000001	47.19
Ha412HOChr13	130000001	47.41
Ha412HOChr13	131000001	47.55
Ha412HOChr13	132000001	47.5775
Ha412HOChr13	133000001	47.58
Ha412HOChr13	134000001	47.5825
Ha412HOChr13	135000001	47.64
Ha412HOChr13	136000001	47.77
Ha412HOChr13	137000001	47.93
Ha412HOChr13	138000001	48.11
Ha412HOChr13	139000001	48.31
Ha412HOChr13	140000001	48.51
Ha412HOChr13	141000001	48.72
Ha412HOChr13	142000001	48.92
Ha412HOChr13	143000001	49.12
Ha412HOChr13	144000001	49.31
Ha412HOChr13	145000001	49.4
Ha412HOChr13	146000001	49.48
Ha412HOChr13	147000001	49.78
Ha412HOChr13	148000001	50.4
Ha412HOChr13	149000001	51.13
Ha412HOChr13	150000001	51.8
Ha412HOChr13	151000001	52.33
Ha412HOChr13	152000001	52.75
Ha412HOChr13	153000001	52.95
Ha412HOChr13	154000001	52.99
Ha412HOChr13	155000001	53.03
Ha412HOChr13	156000001	53.18
Ha412HOChr13	157000001	53.36
Ha412HOChr13	158000001	53.46
Ha412HOChr13	159000001	53.4875
Ha412HOChr13	160000001	53.49
Ha412HOChr13	161000001	53.4925
Ha412HOChr13	162000001	53.52
Ha412HOChr13	163000001	53.87
Ha412HOChr13	164000001	54.46
Ha412HOChr13	165000001	55.01
Ha412HOChr13	166000001	55.62
Ha412HOChr13	167000001	56.48
Ha412HOChr13	168000001	57.57
Ha412HOChr13	169000001	59.07
Ha412HOChr13	170000001	61.03
Ha412HOChr13	171000001	63.51
Ha412HOChr13	172000001	65.81
Ha412HOChr13	173000001	67.87
Ha412HOChr13	174000001	69.85
Ha412HOChr13	175000001	71.77
Ha412HOChr13	175682153	73.07
Ha412HOChr14	1	0.00642857142857143
Ha412HOChr14	1000001	0.00785714285714286
Ha412HOChr14	2000001	0.00928571428571429
Ha412HOChr14	3000001	0.0107142857142857
Ha412HOChr14	4000001	0.0121428571428571
Ha412HOChr14	5000001	0.0135714285714286
Ha412HOChr14	6000001	0.04
Ha412HOChr14	7000001	0.18
Ha412HOChr14	8000001	0.4
Ha412HOChr14	9000001	0.68
Ha412HOChr14	10000001	1.09
Ha412HOChr14	11000001	1.49
Ha412HOChr14	12000001	1.64833333333333
Ha412HOChr14	13000001	1.65166666666667
Ha412HOChr14	14000001	1.73
Ha412HOChr14	15000001	2.14
Ha412HOChr14	16000001	2.57
Ha412HOChr14	17000001	2.6975
Ha412HOChr14	18000001	2.7
Ha412HOChr14	19000001	2.7025
Ha412HOChr14	20000001	2.79
Ha412HOChr14	21000001	3.03
Ha412HOChr14	22000001	3.21
Ha412HOChr14	23000001	3.2375
Ha412HOChr14	24000001	3.24
Ha412HOChr14	25000001	3.2425
Ha412HOChr14	26000001	3.47
Ha412HOChr14	27000001	4.31
Ha412HOChr14	28000001	5.08
Ha412HOChr14	29000001	5.49
Ha412HOChr14	30000001	5.79
Ha412HOChr14	31000001	6.06
Ha412HOChr14	32000001	6.31
Ha412HOChr14	33000001	6.54
Ha412HOChr14	34000001	6.75
Ha412HOChr14	35000001	6.94
Ha412HOChr14	36000001	7.1
Ha412HOChr14	37000001	7.26
Ha412HOChr14	38000001	7.39
Ha412HOChr14	39000001	7.51
Ha412HOChr14	40000001	7.62
Ha412HOChr14	41000001	7.71
Ha412HOChr14	42000001	7.79
Ha412HOChr14	43000001	7.85
Ha412HOChr14	44000001	7.91
Ha412HOChr14	45000001	7.95
Ha412HOChr14	46000001	7.99
Ha412HOChr14	47000001	8.02
Ha412HOChr14	48000001	8.04
Ha412HOChr14	49000001	8.05
Ha412HOChr14	50000001	8.05833333333333
Ha412HOChr14	51000001	8.06166666666667
Ha412HOChr14	52000001	8.06833333333333
Ha412HOChr14	53000001	8.07166666666667
Ha412HOChr14	54000001	8.0755
Ha412HOChr14	55000001	8.076
Ha412HOChr14	56000001	8.0765
Ha412HOChr14	57000001	8.077
Ha412HOChr14	58000001	8.0775
Ha412HOChr14	59000001	8.078
Ha412HOChr14	60000001	8.0785
Ha412HOChr14	61000001	8.079
Ha412HOChr14	62000001	8.0795
Ha412HOChr14	63000001	8.08
Ha412HOChr14	64000001	8.0805
Ha412HOChr14	65000001	8.081
Ha412HOChr14	66000001	8.0815
Ha412HOChr14	67000001	8.082
Ha412HOChr14	68000001	8.0825
Ha412HOChr14	69000001	8.083
Ha412HOChr14	70000001	8.0835
Ha412HOChr14	71000001	8.084
Ha412HOChr14	72000001	8.0845
Ha412HOChr14	73000001	8.1
Ha412HOChr14	74000001	8.16
Ha412HOChr14	75000001	8.23
Ha412HOChr14	76000001	8.3
Ha412HOChr14	77000001	8.38
Ha412HOChr14	78000001	8.46
Ha412HOChr14	79000001	8.54
Ha412HOChr14	80000001	8.62
Ha412HOChr14	81000001	8.7
Ha412HOChr14	82000001	8.78
Ha412HOChr14	83000001	8.86
Ha412HOChr14	84000001	8.94
Ha412HOChr14	85000001	9.01
Ha412HOChr14	86000001	9.08
Ha412HOChr14	87000001	9.14
Ha412HOChr14	88000001	9.27
Ha412HOChr14	89000001	9.47
Ha412HOChr14	90000001	9.64
Ha412HOChr14	91000001	9.68590909090909
Ha412HOChr14	92000001	9.68681818181818
Ha412HOChr14	93000001	9.68772727272727
Ha412HOChr14	94000001	9.68863636363636
Ha412HOChr14	95000001	9.68954545454545
Ha412HOChr14	96000001	9.69045454545454
Ha412HOChr14	97000001	9.69136363636363
Ha412HOChr14	98000001	9.69227272727273
Ha412HOChr14	99000001	9.69318181818182
Ha412HOChr14	100000001	9.69409090909091
Ha412HOChr14	101000001	9.71
Ha412HOChr14	102000001	9.88
Ha412HOChr14	103000001	10.18
Ha412HOChr14	104000001	10.77
Ha412HOChr14	105000001	11.7
Ha412HOChr14	106000001	12.68
Ha412HOChr14	107000001	13.54
Ha412HOChr14	108000001	14.17
Ha412HOChr14	109000001	14.46
Ha412HOChr14	110000001	14.52
Ha412HOChr14	111000001	14.81
Ha412HOChr14	112000001	15.6
Ha412HOChr14	113000001	16.51
Ha412HOChr14	114000001	17.49
Ha412HOChr14	115000001	18.4
Ha412HOChr14	116000001	19.19
Ha412HOChr14	117000001	19.85
Ha412HOChr14	118000001	20.39
Ha412HOChr14	119000001	20.84
Ha412HOChr14	120000001	21.23
Ha412HOChr14	121000001	21.58
Ha412HOChr14	122000001	21.92
Ha412HOChr14	123000001	22.34
Ha412HOChr14	124000001	23.25
Ha412HOChr14	125000001	25.14
Ha412HOChr14	126000001	27.05
Ha412HOChr14	127000001	28.22
Ha412HOChr14	128000001	28.94
Ha412HOChr14	129000001	29.44
Ha412HOChr14	130000001	29.7
Ha412HOChr14	131000001	29.95
Ha412HOChr14	132000001	30.17
Ha412HOChr14	133000001	30.52
Ha412HOChr14	134000001	30.97
Ha412HOChr14	135000001	31.38
Ha412HOChr14	136000001	31.62
Ha412HOChr14	137000001	31.76
Ha412HOChr14	138000001	32.13
Ha412HOChr14	139000001	32.84
Ha412HOChr14	140000001	33.41
Ha412HOChr14	141000001	33.94
Ha412HOChr14	142000001	34.45
Ha412HOChr14	143000001	35.14
Ha412HOChr14	144000001	35.84
Ha412HOChr14	145000001	36.06
Ha412HOChr14	146000001	36.07
Ha412HOChr14	147000001	36.14
Ha412HOChr14	148000001	36.33
Ha412HOChr14	149000001	36.63
Ha412HOChr14	150000001	37
Ha412HOChr14	151000001	37.45
Ha412HOChr14	152000001	37.95
Ha412HOChr14	153000001	38.49
Ha412HOChr14	154000001	39.07
Ha412HOChr14	155000001	39.8
Ha412HOChr14	156000001	40.39
Ha412HOChr14	157000001	40.91
Ha412HOChr14	158000001	41.41
Ha412HOChr14	159000001	42
Ha412HOChr14	160000001	42.81
Ha412HOChr14	161000001	43.26
Ha412HOChr14	162000001	43.35
Ha412HOChr14	163000001	43.53
Ha412HOChr14	164000001	43.76
Ha412HOChr14	165000001	43.95
Ha412HOChr14	166000001	44.15
Ha412HOChr14	167000001	44.44
Ha412HOChr14	168000001	44.88
Ha412HOChr14	169000001	45.54
Ha412HOChr14	170000001	46.56
Ha412HOChr14	171000001	47.92
Ha412HOChr14	172000001	48.73
Ha412HOChr14	173000001	49.12
Ha412HOChr14	174000001	49.43
Ha412HOChr14	175000001	50.02
Ha412HOChr14	176000001	51.13
Ha412HOChr14	177000001	52.71
Ha412HOChr14	178000001	54.43
Ha412HOChr14	179000001	55.73
Ha412HOChr14	180000001	57.17
Ha412HOChr14	181000001	58.94
Ha412HOChr14	182000001	60.82
Ha412HOChr14	183000001	62.66
Ha412HOChr14	184000001	64.69
Ha412HOChr14	185000001	67.08
Ha412HOChr14	186000001	69.6
Ha412HOChr14	187000001	72.31
Ha412HOChr14	188000001	74.72
Ha412HOChr14	189000001	76.41
Ha412HOChr14	189916084	77.67
Ha412HOChr15	1	0.00833333333333333
Ha412HOChr15	1000001	0.0116666666666667
Ha412HOChr15	2000001	0.36
Ha412HOChr15	3000001	3.95
Ha412HOChr15	4000001	8.25
Ha412HOChr15	5000001	12.65
Ha412HOChr15	6000001	16.84
Ha412HOChr15	7000001	20.63
Ha412HOChr15	8000001	23.75
Ha412HOChr15	9000001	26.15
Ha412HOChr15	10000001	28.6
Ha412HOChr15	11000001	30.22
Ha412HOChr15	12000001	31.27
Ha412HOChr15	13000001	32.67
Ha412HOChr15	14000001	33.95
Ha412HOChr15	15000001	34.43
Ha412HOChr15	16000001	34.79
Ha412HOChr15	17000001	35.58
Ha412HOChr15	18000001	36.15
Ha412HOChr15	19000001	36.47
Ha412HOChr15	20000001	36.65
Ha412HOChr15	21000001	36.695625
Ha412HOChr15	22000001	36.69625
Ha412HOChr15	23000001	36.696875
Ha412HOChr15	24000001	36.6975
Ha412HOChr15	25000001	36.698125
Ha412HOChr15	26000001	36.69875
Ha412HOChr15	27000001	36.699375
Ha412HOChr15	28000001	36.7
Ha412HOChr15	29000001	36.700625
Ha412HOChr15	30000001	36.70125
Ha412HOChr15	31000001	36.701875
Ha412HOChr15	32000001	36.7025
Ha412HOChr15	33000001	36.703125
Ha412HOChr15	34000001	36.70375
Ha412HOChr15	35000001	36.704375
Ha412HOChr15	36000001	36.91
Ha412HOChr15	37000001	37.01
Ha412HOChr15	38000001	37.1
Ha412HOChr15	39000001	37.6
Ha412HOChr15	40000001	38.57
Ha412HOChr15	41000001	39.19
Ha412HOChr15	42000001	39.34
Ha412HOChr15	43000001	39.39
Ha412HOChr15	44000001	39.44
Ha412HOChr15	45000001	39.52
Ha412HOChr15	46000001	39.62
Ha412HOChr15	47000001	39.76
Ha412HOChr15	48000001	39.95
Ha412HOChr15	49000001	40.2
Ha412HOChr15	50000001	40.52
Ha412HOChr15	51000001	40.92
Ha412HOChr15	52000001	41.27
Ha412HOChr15	53000001	41.39
Ha412HOChr15	54000001	41.45
Ha412HOChr15	55000001	41.66
Ha412HOChr15	56000001	41.93
Ha412HOChr15	57000001	42.35
Ha412HOChr15	58000001	43.01
Ha412HOChr15	59000001	43.83
Ha412HOChr15	60000001	44.73
Ha412HOChr15	61000001	45.64
Ha412HOChr15	62000001	46.43
Ha412HOChr15	63000001	47.08
Ha412HOChr15	64000001	47.82
Ha412HOChr15	65000001	48.49
Ha412HOChr15	66000001	49.1
Ha412HOChr15	67000001	49.62
Ha412HOChr15	68000001	50.07
Ha412HOChr15	69000001	50.45
Ha412HOChr15	70000001	50.74
Ha412HOChr15	71000001	50.95
Ha412HOChr15	72000001	51.08
Ha412HOChr15	73000001	51.1166666666667
Ha412HOChr15	74000001	51.1183333333333
Ha412HOChr15	75000001	51.12
Ha412HOChr15	76000001	51.1216666666667
Ha412HOChr15	77000001	51.1233333333333
Ha412HOChr15	78000001	51.23
Ha412HOChr15	79000001	51.42
Ha412HOChr15	80000001	51.58
Ha412HOChr15	81000001	51.7
Ha412HOChr15	82000001	51.8
Ha412HOChr15	83000001	51.88
Ha412HOChr15	84000001	51.93
Ha412HOChr15	85000001	51.96
Ha412HOChr15	86000001	51.98
Ha412HOChr15	87000001	51.9857692307692
Ha412HOChr15	88000001	51.9865384615385
Ha412HOChr15	89000001	51.9873076923077
Ha412HOChr15	90000001	51.9880769230769
Ha412HOChr15	91000001	51.9888461538462
Ha412HOChr15	92000001	51.9896153846154
Ha412HOChr15	93000001	51.9903846153846
Ha412HOChr15	94000001	51.9911538461538
Ha412HOChr15	95000001	51.9919230769231
Ha412HOChr15	96000001	51.9926923076923
Ha412HOChr15	97000001	51.9934615384615
Ha412HOChr15	98000001	51.9942307692308
Ha412HOChr15	99000001	52.01
Ha412HOChr15	100000001	52.09
Ha412HOChr15	101000001	52.2
Ha412HOChr15	102000001	52.34
Ha412HOChr15	103000001	52.51
Ha412HOChr15	104000001	52.72
Ha412HOChr15	105000001	52.96
Ha412HOChr15	106000001	53.24
Ha412HOChr15	107000001	53.57
Ha412HOChr15	108000001	53.94
Ha412HOChr15	109000001	54.35
Ha412HOChr15	110000001	54.88
Ha412HOChr15	111000001	55.79
Ha412HOChr15	112000001	57.12
Ha412HOChr15	113000001	58.83
Ha412HOChr15	114000001	60.3
Ha412HOChr15	115000001	61.02
Ha412HOChr15	116000001	62
Ha412HOChr15	117000001	63.38
Ha412HOChr15	118000001	64.36
Ha412HOChr15	119000001	64.637
Ha412HOChr15	120000001	64.639
Ha412HOChr15	121000001	64.641
Ha412HOChr15	122000001	64.643
Ha412HOChr15	123000001	64.68
Ha412HOChr15	124000001	64.9
Ha412HOChr15	125000001	65.15
Ha412HOChr15	126000001	65.41
Ha412HOChr15	127000001	65.63
Ha412HOChr15	128000001	66.02
Ha412HOChr15	129000001	66.63
Ha412HOChr15	130000001	67.09
Ha412HOChr15	131000001	67.25
Ha412HOChr15	132000001	67.48
Ha412HOChr15	133000001	67.94
Ha412HOChr15	134000001	68.29
Ha412HOChr15	135000001	68.5
Ha412HOChr15	136000001	68.63
Ha412HOChr15	137000001	68.72
Ha412HOChr15	138000001	68.77
Ha412HOChr15	139000001	68.88
Ha412HOChr15	140000001	69.17
Ha412HOChr15	141000001	69.34
Ha412HOChr15	142000001	69.38
Ha412HOChr15	143000001	69.54
Ha412HOChr15	144000001	69.8
Ha412HOChr15	145000001	69.9
Ha412HOChr15	146000001	69.9057142857143
Ha412HOChr15	147000001	69.9064285714286
Ha412HOChr15	148000001	69.9071428571429
Ha412HOChr15	149000001	69.9078571428571
Ha412HOChr15	150000001	69.9085714285714
Ha412HOChr15	151000001	69.9092857142857
Ha412HOChr15	152000001	69.91
Ha412HOChr15	153000001	69.9107142857143
Ha412HOChr15	154000001	69.9114285714286
Ha412HOChr15	155000001	69.9121428571429
Ha412HOChr15	156000001	69.9128571428571
Ha412HOChr15	157000001	69.9135714285714
Ha412HOChr15	158000001	69.9142857142857
Ha412HOChr15	159000001	70
Ha412HOChr15	160000001	70.26
Ha412HOChr15	161000001	70.42
Ha412HOChr15	162000001	70.4455
Ha412HOChr15	163000001	70.446
Ha412HOChr15	164000001	70.4465
Ha412HOChr15	165000001	70.447
Ha412HOChr15	166000001	70.4475
Ha412HOChr15	167000001	70.448
Ha412HOChr15	168000001	70.4485
Ha412HOChr15	169000001	70.449
Ha412HOChr15	170000001	70.4495
Ha412HOChr15	171000001	70.45
Ha412HOChr15	172000001	70.4505
Ha412HOChr15	173000001	70.451
Ha412HOChr15	174000001	70.4515
Ha412HOChr15	175000001	70.452
Ha412HOChr15	176000001	70.4525
Ha412HOChr15	177000001	70.453
Ha412HOChr15	178000001	70.4535
Ha412HOChr15	179000001	70.454
Ha412HOChr15	180000001	70.4545
Ha412HOChr15	181000001	70.49
Ha412HOChr15	182000001	71.08
Ha412HOChr15	183000001	71.85
Ha412HOChr15	184000001	72.67
Ha412HOChr15	185000001	74.07
Ha412HOChr15	186000001	75.48
Ha412HOChr15	186609792	76.24
Ha412HOChr16	1	0.00833333333333333
Ha412HOChr16	1000001	0.0116666666666667
Ha412HOChr16	2000001	1.49
Ha412HOChr16	3000001	3.25
Ha412HOChr16	4000001	4.63
Ha412HOChr16	5000001	5.84
Ha412HOChr16	6000001	7.43
Ha412HOChr16	7000001	10.08
Ha412HOChr16	8000001	13.82
Ha412HOChr16	9000001	17.74
Ha412HOChr16	10000001	21.19
Ha412HOChr16	11000001	24.22
Ha412HOChr16	12000001	26.86
Ha412HOChr16	13000001	28.89
Ha412HOChr16	14000001	30.21
Ha412HOChr16	15000001	31.33
Ha412HOChr16	16000001	32.68
Ha412HOChr16	17000001	33.85
Ha412HOChr16	18000001	34.35
Ha412HOChr16	19000001	34.81
Ha412HOChr16	20000001	35.74
Ha412HOChr16	21000001	36.62
Ha412HOChr16	22000001	37.68
Ha412HOChr16	23000001	38.51
Ha412HOChr16	24000001	38.74625
Ha412HOChr16	25000001	38.7475
Ha412HOChr16	26000001	38.74875
Ha412HOChr16	27000001	38.75
Ha412HOChr16	28000001	38.75125
Ha412HOChr16	29000001	38.7525
Ha412HOChr16	30000001	38.75375
Ha412HOChr16	31000001	38.78
Ha412HOChr16	32000001	39.09
Ha412HOChr16	33000001	39.35
Ha412HOChr16	34000001	39.42
Ha412HOChr16	35000001	39.65
Ha412HOChr16	36000001	40.24
Ha412HOChr16	37000001	40.77
Ha412HOChr16	38000001	41.07
Ha412HOChr16	39000001	41.1555882352941
Ha412HOChr16	40000001	41.1561764705882
Ha412HOChr16	41000001	41.1567647058823
Ha412HOChr16	42000001	41.1573529411765
Ha412HOChr16	43000001	41.1579411764706
Ha412HOChr16	44000001	41.1585294117647
Ha412HOChr16	45000001	41.1591176470588
Ha412HOChr16	46000001	41.1597058823529
Ha412HOChr16	47000001	41.1602941176471
Ha412HOChr16	48000001	41.1608823529412
Ha412HOChr16	49000001	41.1614705882353
Ha412HOChr16	50000001	41.1620588235294
Ha412HOChr16	51000001	41.1626470588235
Ha412HOChr16	52000001	41.1632352941176
Ha412HOChr16	53000001	41.1638235294118
Ha412HOChr16	54000001	41.1644117647059
Ha412HOChr16	55000001	41.24
Ha412HOChr16	56000001	41.45
Ha412HOChr16	57000001	41.62
Ha412HOChr16	58000001	41.77
Ha412HOChr16	59000001	41.9
Ha412HOChr16	60000001	42.01
Ha412HOChr16	61000001	42.09
Ha412HOChr16	62000001	42.15
Ha412HOChr16	63000001	42.19
Ha412HOChr16	64000001	42.2051818181818
Ha412HOChr16	65000001	42.2053636363636
Ha412HOChr16	66000001	42.2055454545455
Ha412HOChr16	67000001	42.2057272727273
Ha412HOChr16	68000001	42.2059090909091
Ha412HOChr16	69000001	42.2060909090909
Ha412HOChr16	70000001	42.2062727272727
Ha412HOChr16	71000001	42.2064545454545
Ha412HOChr16	72000001	42.2066363636364
Ha412HOChr16	73000001	42.2068181818182
Ha412HOChr16	74000001	42.207
Ha412HOChr16	75000001	42.2071818181818
Ha412HOChr16	76000001	42.2073636363636
Ha412HOChr16	77000001	42.2075454545455
Ha412HOChr16	78000001	42.2077272727273
Ha412HOChr16	79000001	42.2079090909091
Ha412HOChr16	80000001	42.2080909090909
Ha412HOChr16	81000001	42.2082727272727
Ha412HOChr16	82000001	42.2084545454545
Ha412HOChr16	83000001	42.2086363636364
Ha412HOChr16	84000001	42.2088181818182
Ha412HOChr16	85000001	42.209
Ha412HOChr16	86000001	42.2091818181818
Ha412HOChr16	87000001	42.2093636363636
Ha412HOChr16	88000001	42.2095454545455
Ha412HOChr16	89000001	42.2097272727273
Ha412HOChr16	90000001	42.2099090909091
Ha412HOChr16	91000001	42.2100909090909
Ha412HOChr16	92000001	42.2102727272727
Ha412HOChr16	93000001	42.2104545454545
Ha412HOChr16	94000001	42.2106363636364
Ha412HOChr16	95000001	42.2108181818182
Ha412HOChr16	96000001	42.211
Ha412HOChr16	97000001	42.2111818181818
Ha412HOChr16	98000001	42.2113636363636
Ha412HOChr16	99000001	42.2115454545455
Ha412HOChr16	100000001	42.2117272727273
Ha412HOChr16	101000001	42.2119090909091
Ha412HOChr16	102000001	42.2120909090909
Ha412HOChr16	103000001	42.2122727272727
Ha412HOChr16	104000001	42.2124545454545
Ha412HOChr16	105000001	42.2126363636364
Ha412HOChr16	106000001	42.2128181818182
Ha412HOChr16	107000001	42.213
Ha412HOChr16	108000001	42.2131818181818
